PF00001	PF00001	1.0
PF02752	PF00001	1.0
PF00339	PF00001	1.0
PF07361	PF00001	1.0
PF00001	PF00322	1.0
PF00503	PF00001	1.0
PF00534	PF00001	1.0
PF00516	PF00001	1.0
PF00048	PF00001	1.0
PF00959	PF00001	1.0
PF10413	PF00001	1.0
PF00001	PF02202	1.0
PF00085	PF00001	1.0
PF00087	PF00001	1.0
PF07686	PF00001	1.0
PF00400	PF00001	1.0
PF00002	PF00002	1.0
PF00214	PF00002	1.0
PF00002	PF00473	1.0
PF00002	PF07361	1.0
PF00503	PF00002	1.0
PF00002	PF00534	1.0
PF00002	PF00123	1.0
PF00002	PF02793	1.0
PF00002	PF01279	1.0
PF00002	PF00959	1.0
PF00002	PF04901	1.0
PF00002	PF00301	1.0
PF00002	PF07686	1.0
PF00003	PF00003	1.0
PF00003	PF07361	1.0
PF00003	PF07562	1.0
PF00003	PF00959	1.0
PF02949	PF02949	1.0
PF07388	PF07388	1.0
PF07966	PF00026	1.0
PF00207	PF07703	1.0
PF00207	PF07677	1.0
PF00207	PF17973	1.0
PF00207	PF17972	1.0
PF00207	PF11546	1.0
PF00207	PF01835	1.0
PF00207	PF17791	1.0
PF00207	PF00084	1.0
PF00207	PF07686	1.0
PF07703	PF07703	1.0
PF07703	PF11974	1.0
PF07703	PF17972	1.0
PF07703	PF17962	1.0
PF07703	PF11546	1.0
PF07703	PF00057	1.0
PF07703	PF17790	1.0
PF07703	PF01835	1.0
PF07703	PF17791	1.0
PF07703	PF17789	1.0
PF07703	PF02876	1.0
PF07703	PF00084	1.0
PF07703	PF15430	1.0
PF07703	PF07686	1.0
PF07677	PF07677	1.0
PF07677	PF01821	1.0
PF07677	PF11546	1.0
PF07677	PF17791	1.0
PF01759	PF07677	1.0
PF07678	PF07677	1.0
PF07677	PF00089	1.0
PF00004	PF00004	1.0
PF13191	PF00004	1.0
PF00004	PF07724	1.0
PF00004	PF13401	1.0
PF00004	PF16193	1.0
PF17872	PF00004	1.0
PF00004	PF17862	1.0
PF00004	PF17866	1.0
PF00004	PF17871	1.0
PF00004	PF18138	1.0
PF00004	PF08740	1.0
PF02933	PF00004	1.0
PF00004	PF02359	1.0
PF00004	PF09079	1.0
PF00004	PF10431	1.0
PF00004	PF02861	1.0
PF00004	PF13177	1.0
PF02916	PF00004	1.0
PF00004	PF09116	1.0
PF00004	PF05362	1.0
PF05021	PF00004	1.0
PF00004	PF04084	1.0
PF00004	PF14629	1.0
PF00004	PF18137	1.0
PF00004	PF06581	1.0
PF00004	PF02747	1.0
PF00004	PF00705	1.0
PF01434	PF00004	1.0
PF00004	PF16790	1.0
PF00227	PF00004	1.0
PF00004	PF10584	1.0
PF00004	PF16450	1.0
PF08542	PF00004	1.0
PF00004	PF08519	1.0
PF00004	PF10602	1.0
PF00004	PF02788	1.0
PF00004	PF00101	1.0
PF00004	PF00240	1.0
PF00004	PF09336	1.0
PF00004	PF05020	1.0
PF13086	PF13086	1.0
PF13086	PF13087	1.0
PF13086	PF16399	1.0
PF13086	PF08696	1.0
PF18141	PF13086	1.0
PF13604	PF13087	1.0
PF16399	PF13087	1.0
PF18141	PF13087	1.0
PF04851	PF13087	1.0
PF09416	PF13087	1.0
PF13175	PF13175	1.0
PF13191	PF13191	1.0
PF13191	PF17872	1.0
PF13191	PF04084	1.0
PF13191	PF07034	1.0
PF13191	PF14629	1.0
PF13191	PF14630	1.0
PF13207	PF13207	1.0
PF13238	PF13238	1.0
PF00411	PF13238	1.0
PF18395	PF13245	1.0
PF18019	PF13245	1.0
PF13245	PF00271	1.0
PF04997	PF13245	1.0
PF00623	PF13245	1.0
PF04998	PF13245	1.0
PF04563	PF13245	1.0
PF04565	PF13245	1.0
PF00562	PF13245	1.0
PF04560	PF13245	1.0
PF13245	PF00580	1.0
PF13361	PF13245	1.0
PF13538	PF13245	1.0
PF07724	PF07724	1.0
PF07728	PF07724	1.0
PF17871	PF07724	1.0
PF07724	PF10431	1.0
PF00574	PF07724	1.0
PF00227	PF07724	1.0
PF13304	PF13304	1.0
PF13304	PF13476	1.0
PF13401	PF13401	1.0
PF04084	PF13401	1.0
PF14629	PF13401	1.0
PF14630	PF13401	1.0
PF13476	PF13476	1.0
PF05786	PF13476	1.0
PF00149	PF13476	1.0
PF13558	PF13476	1.0
PF12320	PF13476	1.0
PF02463	PF13476	1.0
PF13481	PF13481	1.0
PF13500	PF13500	1.0
PF13500	PF00202	1.0
PF17863	PF07726	1.0
PF13604	PF13604	1.0
PF04257	PF13604	1.0
PF14490	PF13604	1.0
PF17946	PF13604	1.0
PF18335	PF13604	1.0
PF18343	PF13604	1.0
PF07057	PF13604	1.0
PF13538	PF13604	1.0
PF13614	PF13614	1.0
PF13614	PF01656	1.0
PF13614	PF00142	1.0
PF13614	PF18607	1.0
PF13654	PF13654	1.0
PF13654	PF05362	1.0
PF13654	PF01078	1.0
PF13671	PF13671	1.0
PF13671	PF08645	1.0
PF07728	PF07728	1.0
PF07728	PF17865	1.0
PF17867	PF07728	1.0
PF17868	PF07728	1.0
PF07728	PF08406	1.0
PF07728	PF10431	1.0
PF07728	PF10117	1.0
PF12775	PF12774	1.0
PF18198	PF12774	1.0
PF08393	PF12774	1.0
PF12774	PF18199	1.0
PF03028	PF12774	1.0
PF12775	PF12780	1.0
PF12775	PF17857	1.0
PF08393	PF12775	1.0
PF12775	PF17852	1.0
PF12775	PF18199	1.0
PF12781	PF12780	1.0
PF17857	PF12780	1.0
PF08393	PF12780	1.0
PF12777	PF12780	1.0
PF00400	PF12780	1.0
PF12781	PF12781	1.0
PF08393	PF12781	1.0
PF03028	PF12781	1.0
PF12777	PF12781	1.0
PF00400	PF12781	1.0
PF16193	PF16193	1.0
PF12002	PF16193	1.0
PF17872	PF09079	1.0
PF17872	PF14629	1.0
PF18198	PF18199	1.0
PF03028	PF18198	1.0
PF17863	PF01078	1.0
PF17862	PF17862	1.0
PF17862	PF00023	1.0
PF12796	PF17862	1.0
PF13637	PF17862	1.0
PF02933	PF17862	1.0
PF17862	PF02359	1.0
PF18794	PF17862	1.0
PF17862	PF18795	1.0
PF17862	PF18265	1.0
PF01434	PF17862	1.0
PF00227	PF17862	1.0
PF10584	PF17862	1.0
PF18051	PF17862	1.0
PF17781	PF17862	1.0
PF10602	PF17862	1.0
PF09336	PF17862	1.0
PF05491	PF17864	1.0
PF05496	PF17864	1.0
PF17868	PF12592	1.0
PF17871	PF17871	1.0
PF17871	PF10431	1.0
PF02861	PF17871	1.0
PF05389	PF17871	1.0
PF18280	PF18280	1.0
PF18280	PF01909	1.0
PF03306	PF03306	1.0
PF05282	PF05282	1.0
PF05282	PF12134	1.0
PF05282	PF10597	1.0
PF05282	PF10596	1.0
PF04950	PF08142	1.0
PF03417	PF03417	1.0
PF00696	PF00696	1.0
PF01842	PF00696	1.0
PF13840	PF00696	1.0
PF04768	PF00696	1.0
PF00543	PF00696	1.0
PF01472	PF00696	1.0
PF08271	PF00696	1.0
PF00324	PF00324	1.0
PF03522	PF00324	1.0
PF13520	PF13520	1.0
PF00128	PF13520	1.0
PF16028	PF13520	1.0
PF07686	PF13520	1.0
PF06684	PF06684	1.0
PF01490	PF07686	1.0
PF11706	PF07336	1.0
PF14156	PF14156	1.0
PF01061	PF01061	1.0
PF01061	PF00005	1.0
PF12679	PF12679	1.0
PF00005	PF12679	1.0
PF12698	PF12698	1.0
PF00005	PF12698	1.0
PF09818	PF09818	1.0
PF00664	PF00664	1.0
PF00005	PF00664	1.0
PF00664	PF14396	1.0
PF05363	PF00664	1.0
PF03412	PF00664	1.0
PF07686	PF00664	1.0
PF06472	PF06472	1.0
PF06472	PF00005	1.0
PF04392	PF04392	1.0
PF00005	PF00005	1.0
PF00005	PF12848	1.0
PF00005	PF12399	1.0
PF00005	PF00528	1.0
PF00005	PF02361	1.0
PF00005	PF14396	1.0
PF00781	PF00005	1.0
PF00005	PF01032	1.0
PF02687	PF00005	1.0
PF00005	PF03739	1.0
PF00005	PF02405	1.0
PF00005	PF08352	1.0
PF00005	PF03412	1.0
PF00005	PF00358	1.0
PF00005	PF00687	1.0
PF00005	PF00281	1.0
PF17777	PF00005	1.0
PF00005	PF13466	1.0
PF00005	PF03459	1.0
PF01458	PF00005	1.0
PF00005	PF17755	1.0
PF00005	PF17760	1.0
PF00005	PF07686	1.0
PF09822	PF09822	1.0
PF03886	PF03886	1.0
PF12848	PF12848	1.0
PF05270	PF05270	1.0
PF05270	PF09206	1.0
PF04616	PF05270	1.0
PF18225	PF18225	1.0
PF03806	PF03806	1.0
PF00561	PF00561	1.0
PF00561	PF12697	1.0
PF00561	PF13499	1.0
PF00561	PF00598	1.0
PF13419	PF00561	1.0
PF00561	PF12146	1.0
PF00561	PF18067	1.0
PF00561	PF03280	1.0
PF00561	PF00550	1.0
PF02230	PF02230	1.0
PF02230	PF18435	1.0
PF07859	PF07859	1.0
PF12041	PF07859	1.0
PF17851	PF07859	1.0
PF00326	PF07859	1.0
PF08386	PF12146	1.0
PF08386	PF00326	1.0
PF12695	PF12695	1.0
PF12697	PF12697	1.0
PF00668	PF12697	1.0
PF18067	PF12697	1.0
PF00149	PF12697	1.0
PF12715	PF12715	1.0
PF08843	PF08843	1.0
PF13338	PF09407	1.0
PF13338	PF13338	1.0
PF05994	PF07815	1.0
PF07815	PF09735	1.0
PF16182	PF02209	1.0
PF03992	PF03992	1.0
PF18277	PF18277	1.0
PF00501	PF16177	1.0
PF13193	PF16177	1.0
PF00887	PF00887	1.0
PF03255	PF03255	1.0
PF03255	PF01039	1.0
PF08326	PF08326	1.0
PF00289	PF08326	1.0
PF00364	PF08326	1.0
PF08326	PF01039	1.0
PF06315	PF06315	1.0
PF06315	PF00180	1.0
PF00871	PF00871	1.0
PF07836	PF09290	1.0
PF00682	PF09290	1.0
PF01118	PF09290	1.0
PF08882	PF02538	1.0
PF02550	PF02550	1.0
PF02550	PF13336	1.0
PF13336	PF13336	1.0
PF00583	PF00583	1.0
PF18014	PF00583	1.0
PF18015	PF00583	1.0
PF13302	PF00583	1.0
PF00022	PF00583	1.0
PF00933	PF00583	1.0
PF10394	PF00583	1.0
PF04762	PF00583	1.0
PF01423	PF00583	1.0
PF04112	PF00583	1.0
PF00249	PF00583	1.0
PF12569	PF00583	1.0
PF09797	PF00583	1.0
PF04055	PF00583	1.0
PF16199	PF00583	1.0
PF00583	PF13181	1.0
PF07686	PF00583	1.0
PF00400	PF00583	1.0
PF13673	PF13673	1.0
PF08681	PF13673	1.0
PF18467	PF13673	1.0
PF12569	PF13673	1.0
PF13720	PF13720	1.0
PF00132	PF13720	1.0
PF13878	PF13880	1.0
PF03421	PF03421	1.0
PF03106	PF03421	1.0
PF05301	PF05301	1.0
PF17668	PF17668	1.0
PF17668	PF13527	1.0
PF17668	PF13530	1.0
PF00797	PF00797	1.0
PF13302	PF13302	1.0
PF13302	PF00027	1.0
PF13302	PF18029	1.0
PF13420	PF13420	1.0
PF13508	PF13508	1.0
PF13508	PF08681	1.0
PF13523	PF13523	1.0
PF04183	PF13523	1.0
PF13527	PF13527	1.0
PF13530	PF13527	1.0
PF08674	PF08674	1.0
PF08674	PF00135	1.0
PF15270	PF00246	1.0
PF03767	PF03767	1.0
PF12689	PF12689	1.0
PF00330	PF00330	1.0
PF06434	PF00330	1.0
PF11791	PF00330	1.0
PF00694	PF00330	1.0
PF06434	PF11791	1.0
PF00694	PF00694	1.0
PF01756	PF01756	1.0
PF01756	PF00441	1.0
PF02770	PF01756	1.0
PF01756	PF14749	1.0
PF06857	PF01039	1.0
PF06857	PF16957	1.0
PF06857	PF06833	1.0
PF01648	PF01648	1.0
PF01648	PF02801	1.0
PF01648	PF00550	1.0
PF01648	PF13416	1.0
PF08545	PF08545	1.0
PF08545	PF08541	1.0
PF08541	PF08541	1.0
PF01154	PF08541	1.0
PF00109	PF08541	1.0
PF10766	PF00873	1.0
PF00873	PF00873	1.0
PF00873	PF00023	1.0
PF12796	PF00873	1.0
PF13857	PF00873	1.0
PF00529	PF00873	1.0
PF16576	PF00873	1.0
PF02699	PF00873	1.0
PF01842	PF01842	1.0
PF01842	PF13710	1.0
PF01842	PF13840	1.0
PF01842	PF10369	1.0
PF01842	PF00351	1.0
PF01842	PF18462	1.0
PF01842	PF00551	1.0
PF01842	PF00742	1.0
PF01842	PF00205	1.0
PF01842	PF02776	1.0
PF09192	PF09192	1.0
PF00022	PF00022	1.0
PF00022	PF08603	1.0
PF01213	PF00022	1.0
PF00307	PF00022	1.0
PF00241	PF00022	1.0
PF13892	PF00022	1.0
PF08385	PF00022	1.0
PF05502	PF00022	1.0
PF00022	PF04912	1.0
PF13833	PF00022	1.0
PF03372	PF00022	1.0
PF01267	PF00022	1.0
PF00022	PF02181	1.0
PF01115	PF00022	1.0
PF00626	PF00022	1.0
PF00132	PF00022	1.0
PF07529	PF00022	1.0
PF07679	PF00022	1.0
PF00059	PF00022	1.0
PF00149	PF00022	1.0
PF00063	PF00022	1.0
PF04699	PF00022	1.0
PF00022	PF04062	1.0
PF04045	PF00022	1.0
PF00022	PF00069	1.0
PF00235	PF00022	1.0
PF09632	PF00022	1.0
PF00620	PF00022	1.0
PF02755	PF00022	1.0
PF09510	PF00022	1.0
PF00273	PF00022	1.0
PF00176	PF00022	1.0
PF01290	PF00022	1.0
PF00022	PF06068	1.0
PF00022	PF03250	1.0
PF00261	PF00022	1.0
PF00992	PF00022	1.0
PF07686	PF00022	1.0
PF01044	PF00022	1.0
PF09164	PF00022	1.0
PF00400	PF00022	1.0
PF02205	PF00022	1.0
PF00022	PF08265	1.0
PF11498	PF12796	1.0
PF09271	PF11498	1.0
PF01833	PF11498	1.0
PF01064	PF01064	1.0
PF07654	PF01064	1.0
PF01064	PF08917	1.0
PF00019	PF01064	1.0
PF01064	PF07686	1.0
PF00412	PF16840	1.0
PF10000	PF10000	1.0
PF13840	PF10000	1.0
PF13291	PF13291	1.0
PF13710	PF13710	1.0
PF13710	PF10369	1.0
PF13710	PF00205	1.0
PF13710	PF02776	1.0
PF13740	PF13740	1.0
PF13840	PF13840	1.0
PF13840	PF18700	1.0
PF01643	PF01643	1.0
PF00441	PF00441	1.0
PF08028	PF00441	1.0
PF12806	PF00441	1.0
PF02770	PF00441	1.0
PF02771	PF00441	1.0
PF14749	PF00441	1.0
PF12418	PF00441	1.0
PF18158	PF00441	1.0
PF00766	PF00441	1.0
PF00550	PF00441	1.0
PF08028	PF08028	1.0
PF02770	PF08028	1.0
PF02771	PF08028	1.0
PF12806	PF12806	1.0
PF12418	PF12806	1.0
PF02770	PF02770	1.0
PF02770	PF02771	1.0
PF02770	PF14749	1.0
PF18158	PF02770	1.0
PF02770	PF00766	1.0
PF02770	PF00550	1.0
PF02771	PF02771	1.0
PF01012	PF02771	1.0
PF14749	PF14749	1.0
PF12186	PF12186	1.0
PF00708	PF00708	1.0
PF01300	PF00708	1.0
PF07503	PF00708	1.0
PF14829	PF01553	1.0
PF00698	PF00698	1.0
PF00698	PF08990	1.0
PF00698	PF16197	1.0
PF00698	PF01575	1.0
PF00698	PF00550	1.0
PF00698	PF16073	1.0
PF02273	PF02273	1.0
PF08516	PF08516	1.0
PF00200	PF08516	1.0
PF00059	PF08516	1.0
PF01421	PF08516	1.0
PF17771	PF17771	1.0
PF01421	PF17771	1.0
PF00090	PF17771	1.0
PF01602	PF01602	1.0
PF01602	PF00025	1.0
PF01602	PF01217	1.0
PF01602	PF07718	1.0
PF01602	PF14806	1.0
PF01602	PF04053	1.0
PF01602	PF08752	1.0
PF01602	PF07933	1.0
PF01602	PF00469	1.0
PF01602	PF00928	1.0
PF00928	PF00928	1.0
PF00025	PF00928	1.0
PF01217	PF00928	1.0
PF00610	PF00928	1.0
PF00928	PF07933	1.0
PF00469	PF00928	1.0
PF06623	PF00928	1.0
PF06314	PF06314	1.0
PF17981	PF17981	1.0
PF17980	PF17980	1.0
PF13382	PF13382	1.0
PF01979	PF13382	1.0
PF03352	PF03352	1.0
PF04008	PF04008	1.0
PF02703	PF02135	1.0
PF01696	PF01696	1.0
PF06931	PF06931	1.0
PF04881	PF04881	1.0
PF07654	PF04881	1.0
PF00129	PF04881	1.0
PF01065	PF01065	1.0
PF01065	PF03678	1.0
PF01065	PF02455	1.0
PF01065	PF02993	1.0
PF07686	PF01065	1.0
PF03678	PF03678	1.0
PF02455	PF03678	1.0
PF02993	PF03678	1.0
PF00541	PF00541	1.0
PF12796	PF00541	1.0
PF13857	PF00541	1.0
PF00028	PF00541	1.0
PF00084	PF00541	1.0
PF07686	PF00541	1.0
PF01686	PF01065	1.0
PF01686	PF03678	1.0
PF01686	PF01686	1.0
PF01686	PF02455	1.0
PF03955	PF01065	1.0
PF03955	PF03678	1.0
PF03955	PF03955	1.0
PF03910	PF02993	1.0
PF01310	PF01065	1.0
PF01310	PF03678	1.0
PF01310	PF01310	1.0
PF01310	PF02455	1.0
PF00608	PF00608	1.0
PF16579	PF00571	1.0
PF16579	PF00069	1.0
PF00709	PF00709	1.0
PF16812	PF16812	1.0
PF07686	PF09085	1.0
PF04619	PF04619	1.0
PF04619	PF07686	1.0
PF16747	PF16747	1.0
PF03257	PF05220	1.0
PF08240	PF08240	1.0
PF08240	PF00107	1.0
PF08240	PF13602	1.0
PF08240	PF01262	1.0
PF08240	PF16912	1.0
PF16884	PF16884	1.0
PF16884	PF00107	1.0
PF00106	PF00106	1.0
PF00106	PF13561	1.0
PF13561	PF13561	1.0
PF00107	PF00107	1.0
PF13602	PF00107	1.0
PF14765	PF00107	1.0
PF13602	PF13602	1.0
PF08659	PF13602	1.0
PF14765	PF13602	1.0
PF00406	PF00406	1.0
PF05221	PF05221	1.0
PF05221	PF00670	1.0
PF00670	PF00670	1.0
PF02675	PF02675	1.0
PF01941	PF01941	1.0
PF03496	PF00022	1.0
PF03496	PF03496	1.0
PF03496	PF07737	1.0
PF03496	PF03495	1.0
PF03496	PF17475	1.0
PF00071	PF03496	1.0
PF04587	PF04587	1.0
PF03747	PF03747	1.0
PF01129	PF03747	1.0
PF00543	PF03747	1.0
PF10397	PF00206	1.0
PF16701	PF16701	1.0
PF16701	PF00211	1.0
PF06355	PF06355	1.0
PF01117	PF01117	1.0
PF05110	PF05110	1.0
PF17793	PF05110	1.0
PF05110	PF00134	1.0
PF07303	PF05110	1.0
PF05110	PF00069	1.0
PF00539	PF05110	1.0
PF14591	PF14591	1.0
PF05775	PF05775	1.0
PF09460	PF05775	1.0
PF01314	PF01314	1.0
PF01314	PF02730	1.0
PF12837	PF01314	1.0
PF02730	PF02730	1.0
PF12837	PF02730	1.0
PF02420	PF02420	1.0
PF17992	PF17992	1.0
PF02449	PF17992	1.0
PF05641	PF05641	1.0
PF05641	PF17904	1.0
PF05641	PF18336	1.0
PF07468	PF07468	1.0
PF18021	PF18021	1.0
PF18021	PF14200	1.0
PF17998	PF17998	1.0
PF16364	PF17998	1.0
PF09171	PF09171	1.0
PF11440	PF11440	1.0
PF09229	PF09229	1.0
PF09229	PF00183	1.0
PF00578	PF00578	1.0
PF00578	PF00881	1.0
PF00578	PF02195	1.0
PF00578	PF00085	1.0
PF00578	PF17991	1.0
PF00578	PF13905	1.0
PF08327	PF08327	1.0
PF09236	PF00042	1.0
PF01808	PF01808	1.0
PF02142	PF01808	1.0
PF16168	PF16168	1.0
PF18158	PF18158	1.0
PF14721	PF14721	1.0
PF07992	PF14721	1.0
PF04548	PF04548	1.0
PF13772	PF13772	1.0
PF13772	PF06094	1.0
PF01987	PF01987	1.0
PF16780	PF00152	1.0
PF03915	PF00022	1.0
PF03915	PF03915	1.0
PF00731	PF00731	1.0
PF01259	PF00731	1.0
PF00586	PF00586	1.0
PF02769	PF00586	1.0
PF18072	PF00586	1.0
PF13507	PF00586	1.0
PF16904	PF00586	1.0
PF02700	PF00586	1.0
PF02769	PF02769	1.0
PF02769	PF18072	1.0
PF18076	PF02769	1.0
PF13507	PF02769	1.0
PF02769	PF01455	1.0
PF02769	PF17788	1.0
PF02700	PF02769	1.0
PF10470	PF10470	1.0
PF10470	PF02197	1.0
PF00490	PF00490	1.0
PF01262	PF01262	1.0
PF05222	PF01262	1.0
PF02233	PF01262	1.0
PF17769	PF01262	1.0
PF02233	PF05222	1.0
PF00842	PF00842	1.0
PF00842	PF01168	1.0
PF01168	PF01168	1.0
PF01168	PF14031	1.0
PF01918	PF01918	1.0
PF12328	PF01918	1.0
PF04326	PF18685	1.0
PF11606	PF11606	1.0
PF00171	PF00171	1.0
PF00171	PF00465	1.0
PF00171	PF01575	1.0
PF00171	PF01619	1.0
PF14850	PF00171	1.0
PF00171	PF18083	1.0
PF01081	PF01081	1.0
PF01081	PF00885	1.0
PF00596	PF00596	1.0
PF01263	PF01263	1.0
PF01263	PF01370	1.0
PF00248	PF00248	1.0
PF00248	PF02214	1.0
PF00248	PF04712	1.0
PF11266	PF11266	1.0
PF01315	PF01315	1.0
PF01315	PF02738	1.0
PF00941	PF01315	1.0
PF00111	PF01315	1.0
PF01315	PF01799	1.0
PF02738	PF02738	1.0
PF03450	PF02738	1.0
PF00941	PF02738	1.0
PF00111	PF02738	1.0
PF01799	PF02738	1.0
PF12165	PF12165	1.0
PF07686	PF03155	1.0
PF13372	PF13372	1.0
PF05426	PF05426	1.0
PF05426	PF07940	1.0
PF08787	PF08787	1.0
PF00754	PF08787	1.0
PF16822	PF16822	1.0
PF16822	PF16824	1.0
PF13949	PF13949	1.0
PF03097	PF13949	1.0
PF06029	PF06029	1.0
PF06029	PF00730	1.0
PF14863	PF14864	1.0
PF00753	PF14864	1.0
PF14863	PF14863	1.0
PF00753	PF14863	1.0
PF00245	PF00245	1.0
PF00226	PF00245	1.0
PF01556	PF00245	1.0
PF00245	PF00254	1.0
PF02556	PF00245	1.0
PF00245	PF05698	1.0
PF05697	PF00245	1.0
PF03561	PF03561	1.0
PF06351	PF06351	1.0
PF04864	PF04864	1.0
PF04863	PF04864	1.0
PF01565	PF04030	1.0
PF00057	PF06401	1.0
PF00057	PF06400	1.0
PF00128	PF00128	1.0
PF02806	PF00128	1.0
PF02903	PF00128	1.0
PF18612	PF00128	1.0
PF00686	PF00128	1.0
PF02922	PF00128	1.0
PF10438	PF00128	1.0
PF09087	PF00128	1.0
PF09081	PF00128	1.0
PF09154	PF00128	1.0
PF09178	PF00128	1.0
PF09196	PF00128	1.0
PF09244	PF00128	1.0
PF09260	PF00128	1.0
PF11896	PF00128	1.0
PF00128	PF11941	1.0
PF00197	PF00128	1.0
PF00139	PF00128	1.0
PF16657	PF00128	1.0
PF00128	PF03714	1.0
PF00128	PF17999	1.0
PF16028	PF00128	1.0
PF00128	PF18033	1.0
PF01833	PF00128	1.0
PF00128	PF00234	1.0
PF07686	PF00128	1.0
PF02806	PF02806	1.0
PF02806	PF02922	1.0
PF01833	PF02806	1.0
PF02903	PF02903	1.0
PF02903	PF16657	1.0
PF00128	PF09071	1.0
PF07821	PF00128	1.0
PF09261	PF09261	1.0
PF09261	PF17677	1.0
PF09261	PF18438	1.0
PF09261	PF07748	1.0
PF09261	PF01074	1.0
PF09261	PF18230	1.0
PF17480	PF08829	1.0
PF02883	PF02883	1.0
PF02296	PF02883	1.0
PF09066	PF02883	1.0
PF00637	PF02883	1.0
PF01589	PF01589	1.0
PF00943	PF01589	1.0
PF01589	PF00944	1.0
PF07686	PF01589	1.0
PF00943	PF00943	1.0
PF00943	PF01563	1.0
PF00943	PF00944	1.0
PF00943	PF07686	1.0
PF07654	PF01563	1.0
PF07686	PF01563	1.0
PF01588	PF18489	1.0
PF02816	PF02816	1.0
PF01120	PF01120	1.0
PF01120	PF00754	1.0
PF01120	PF16757	1.0
PF17989	PF17989	1.0
PF10369	PF10369	1.0
PF16541	PF16541	1.0
PF02430	PF02430	1.0
PF02430	PF07686	1.0
PF17645	PF17645	1.0
PF01425	PF01425	1.0
PF02682	PF01425	1.0
PF13318	PF01425	1.0
PF02934	PF01425	1.0
PF02637	PF01425	1.0
PF02686	PF01425	1.0
PF00152	PF01425	1.0
PF12123	PF12123	1.0
PF01510	PF01510	1.0
PF01510	PF01471	1.0
PF01510	PF00940	1.0
PF01510	PF14700	1.0
PF01520	PF01520	1.0
PF04122	PF01520	1.0
PF02274	PF02274	1.0
PF02274	PF04455	1.0
PF01979	PF01979	1.0
PF01979	PF00185	1.0
PF01979	PF02729	1.0
PF01979	PF00449	1.0
PF01979	PF00699	1.0
PF01979	PF00547	1.0
PF04909	PF04909	1.0
PF07969	PF07969	1.0
PF07969	PF00384	1.0
PF09663	PF09663	1.0
PF11741	PF01520	1.0
PF10706	PF10706	1.0
PF00155	PF00155	1.0
PF00155	PF00392	1.0
PF00202	PF00202	1.0
PF00202	PF02216	1.0
PF00202	PF00550	1.0
