entrez	degree	betweenness
157285	3	9.415500518982334e-07
163782	1	0.0
64759	21	0.00010271026001081293
7082	37	0.0005601184710351021
7098	28	0.000875982285731935
5803	15	8.906179699226307e-05
8428	55	0.0009161211243508093
7094	24	0.00013734888260584532
3598	7	0.00029925492265146786
5778	10	7.051436155720317e-06
119180	5	7.049664689146914e-05
11221	12	7.943655719129944e-05
128853	4	6.850996196952163e-06
63904	11	0.0002934928617845531
78986	11	0.00010150926893521602
338599	2	9.768754743480548e-08
140885	26	0.0017882172220712645
1030	25	0.0003579491977951767
3122	30	0.0013170919560190294
962	15	0.0010336780178096892
3688	56	0.0032517311051275333
3339	55	0.002457533618232989
204851	5	2.907141651111441e-06
10148	8	8.942873229576833e-05
1954	9	7.119705362410078e-05
6876	6	1.6313814775723166e-05
1634	12	0.00041313616866243513
1839	13	0.0003370708918105084
1950	9	3.39334040545889e-05
8440	83	0.002274629274012699
10045	7	2.252127996368215e-05
3084	22	0.002045421838871245
9049	14	5.813447209017269e-05
8470	22	0.00012713646247536196
1072	27	0.00048288561282896304
23770	41	0.0022684780362357726
22983	16	0.00030322143661045716
26018	20	0.00042560074034471396
53347	19	0.00012143024377027197
5579	63	0.004716402081237705
7442	5	3.319277984750336e-06
6503	18	9.356596193447307e-06
220164	7	1.9724397964864052e-05
84951	6	9.560474495571351e-09
23294	32	0.001641935480695157
1154	18	7.775877000068833e-05
124930	1	0.0
338692	4	2.0260199529981858e-05
330	42	0.001985750742463078
329	44	0.0013725437544450862
214	26	0.0013595528493652671
9943	47	0.0009696963978893144
6197	48	0.0008931437941428858
5605	57	0.001436382864249811
29110	70	0.002065216664206235
51765	51	0.0012632179379929776
7443	41	0.0009953899519902145
55631	16	0.0008016050925840793
3105	46	0.004394805465150257
5007	10	0.00011726556180164815
547	20	0.0004726340042864081
5358	21	0.0003699794342012736
10458	31	0.0003402720286422441
6457	21	5.9403816662831246e-05
10044	17	1.3496380197835924e-05
84174	12	3.064273060824828e-06
50618	26	0.0007626948010710905
51429	27	0.0003530275662074911
4915	26	6.653006254943563e-05
11184	28	0.0001318300177828225
7097	18	0.00023116661426422514
7430	47	0.00022285976070036042
5789	47	0.002667804130776088
9180	11	0.00024193046869035837
10076	23	0.00044945430064154845
9860	15	0.00015695600288820216
3897	40	0.0006592540665567863
5794	16	3.288658096241742e-05
219537	1	0.0
2037	15	4.201502708448994e-05
8444	6	2.51554664099141e-05
22865	4	0.00037154506360158784
3106	55	0.005493400225814858
3371	22	0.0005101269082065123
331	49	0.0014388200112517768
85458	5	1.3451889758702866e-05
4277	16	0.000978248617456079
129804	4	3.9185998571358785e-05
346007	1	0.0
55681	29	0.0006403609368648922
80059	7	0.00011450339919982838
54538	10	0.00012828264012482144
55619	5	6.240127154472126e-06
23043	56	0.001057512335581679
156	57	0.004245158195393288
121227	11	0.00021252077713642163
1606	2	0.0
11183	22	0.00015914646604077198
26499	2	4.103820347334426e-07
84941	11	1.3826437487611877e-05
56961	7	7.885009420447167e-08
126669	3	2.413820325577938e-07
26228	12	1.1286639406377553e-05
1525	78	0.00945795828100921
4352	11	0.00045059207736906725
3077	24	0.00106716994356758
910	14	0.0005602945817970336
5802	40	0.0012699519531992507
79729	1	0.0
6098	7	3.953687299101787e-07
2289	86	0.0019558194871212493
55379	44	0.0027242172233837626
2035	16	3.705595000830213e-05
2050	22	0.0008244188638179615
7867	23	0.00018253299461216976
7099	30	0.0008897398114524478
65059	23	0.00013521514773485668
4919	11	0.0005835851086816525
84894	16	0.0009678907837060996
5339	28	0.0005940534815214868
7040	31	0.0014477498527282967
1291	32	0.00038986663036275087
7042	11	3.9840173995165564e-05
3698	13	0.00041248767826522644
7043	15	0.0002585149820236231
8840	2	4.121341390799495e-08
1293	16	4.031513196870335e-05
1292	35	0.0012303410504106611
6493	4	1.0617899283807794e-05
405	25	0.0016041655762567034
9915	15	0.0001636660022641724
6492	3	5.5672885390137635e-06
266743	3	2.76788830831008e-07
196	10	0.00014783471165144544
57491	1	0.0
23462	6	1.675055641467144e-05
4861	10	0.00014937945127542024
64344	8	6.270913797070165e-05
55832	17	0.0004194928278828575
64067	2	0.0
5163	12	0.0006187580116529484
406	17	0.0008020727614993996
976	3	1.3532611933352186e-05
4054	4	1.9299069031716706e-05
2192	24	0.000473724279586586
9542	3	6.610119075091765e-07
4053	5	5.604520654015468e-06
8405	9	7.431780114530061e-05
7186	40	0.0016702209576829417
7572	35	0.000599878799942521
2623	6	4.998386580724648e-05
27033	7	6.571049620001618e-05
604	23	0.001707040092952207
23528	10	5.708349247428756e-05
9219	44	0.0025967964933626205
199713	4	6.772521466511019e-06
7185	15	0.00023787794326988
9618	27	0.001061972499982681
9457	20	0.000828403801277293
253639	6	0.00017623420817490165
79818	5	3.8027403798631915e-05
100128927	6	3.5469144948126414e-05
51185	11	0.0006408056453640862
6667	25	0.002134480182628824
8452	108	0.013869002050749712
1647	8	0.00027241286436356654
10912	4	1.8680185625584393e-05
4616	2	0.0
7088	20	0.000626256229114028
6201	16	0.00032790994562963415
8945	88	0.0036361625605471136
5111	37	0.0026597813037088757
2237	1	0.0
5429	5	0.0
5982	10	8.184811476113498e-05
5984	11	0.0001316794206971394
5985	12	0.00013632549983162026
10714	3	1.5185463921950427e-05
2073	1	0.0
63922	6	3.136293102257848e-07
5426	4	7.88273771787005e-05
5424	4	1.5185463921950427e-05
51426	2	0.0
79915	4	3.136293102257848e-07
7320	23	0.00036719166739412776
11201	3	0.0
7319	31	0.0003984378427249361
9156	1	0.0
56897	5	4.1342416360641805e-06
9040	61	0.0011144224972159992
8554	10	9.519485476942183e-05
9063	9	4.6851920129341984e-06
5422	7	0.00013611809150020435
9636	39	0.0012720183031735242
5886	77	0.0017667945353271825
7155	5	1.9000750243830464e-06
7153	8	8.675356256470226e-05
9416	54	0.0009069191967082882
10728	6	0.00017562903933317713
1814	30	0.0002057015438127134
1812	6	1.0707722362822513e-06
2775	51	0.0012772129975966693
391123	23	0.0017098201665368558
2770	148	0.0031197352263787072
6368	164	0.0004923690932283757
56477	114	9.410876855554246e-05
10850	100	7.03577661721637e-05
2919	102	3.9975467941034265e-05
6352	126	0.0014606849462906392
2920	113	4.882326041041558e-05
6364	102	0.0001528937811588553
6360	97	5.0725715398082475e-05
6373	114	0.00011358536983007876
5196	118	0.0002008766548283314
2771	144	0.0033509855533152486
3576	102	6.370777351411254e-05
6372	106	5.718035704131617e-05
6366	118	0.0003339878572931054
5473	109	5.1307639867024554e-05
4283	114	0.0010382706132755846
6363	104	0.00035374024084278925
6387	118	0.0007279609324641213
2921	101	4.038331088488635e-05
6374	102	4.450713590970564e-05
2773	146	0.005112826623479801
346562	113	0.00044516987428673034
10563	103	0.00011787751391434067
3627	114	0.00019602741026624956
6370	104	0.00012437198306689196
22919	55	0.0020900094782485756
10096	59	0.0012452640281495684
10097	58	0.0013592556796873875
57584	41	0.0010352015226012298
92521	11	1.5598508131251724e-05
10000	25	0.0006881279009637796
79666	19	0.0006791916555937568
3674	4	0.0
285025	4	2.6669922214665034e-05
1272	18	0.00040039776354110765
6634	29	0.0004023515743255867
84967	11	3.742794914171493e-08
1915	16	0.0002398975141909761
51691	15	9.875847688229077e-06
84316	9	4.944601709956314e-05
6627	52	0.00015082087679117417
55954	12	2.365779121084151e-05
54957	2	5.961387497238806e-07
6631	9	0.0
10907	11	0.0002337967541831994
11193	10	0.00011653263615833776
1958	3	1.808733421333078e-05
6615	22	0.0007932901050553137
7490	11	0.000336392063373403
326	12	4.1115229923989904e-05
4297	45	0.0014787857791742846
4603	1	0.0
10379	11	0.00011864020976690258
90780	6	2.227603857427726e-05
6672	9	0.00010170066771385184
64061	4	0.00023383435452022246
3394	9	0.0002286524996341448
2036	17	1.207800953393138e-05
23136	17	1.2946685350698274e-05
10890	34	0.0011148469928013687
4218	55	0.001395604267362354
5678	4	2.4614855258923946e-05
81550	13	0.0008021727139790482
1917	9	0.00043140761953665014
1936	5	5.449709946392772e-06
6133	24	0.00029269147243176985
1938	22	0.0004853062388912026
6228	31	0.0005954522340171481
6230	12	0.00012772771665551895
54512	13	0.0016182409162379186
23404	6	0.0
23016	10	1.2648708919467992e-06
51013	6	0.0
5393	12	1.2648708919467992e-06
56915	10	1.2648708919467992e-06
11340	13	0.0001370824379528844
118460	12	1.2648708919467992e-06
115752	8	0.0
22894	8	0.0
22984	11	0.001882503666143773
8570	7	0.00013459635750525498
8525	12	0.0001399983520365509
4916	19	9.827041534430572e-05
25998	21	0.0003661681847615426
784	5	0.0006825231381027431
8073	10	0.00010089347814210785
55527	7	8.555317851740997e-05
85377	25	0.00038485770116655034
10750	12	3.3812410294709783e-06
8994	14	6.492096214586684e-05
3977	12	0.00014184798296005242
9965	5	9.194338359660443e-08
8817	7	3.2975148101501866e-07
8822	7	3.2975148101501866e-07
2254	8	3.2975148101501866e-07
2251	8	3.170698339608613e-05
2250	7	3.2975148101501866e-07
2249	9	1.693298695111549e-05
8074	7	3.2975148101501866e-07
2252	8	3.0274424091921117e-06
2043	47	0.002242850986381474
2255	5	0.0
27006	4	0.0
26281	8	3.2975148101501866e-07
2253	7	3.2975148101501866e-07
2248	8	1.0129973724588887e-05
2247	13	0.00020548758152764203
2246	11	0.0003174512296729663
5361	28	0.0009827574260812956
7422	13	0.00011007623366855988
2277	6	1.7756536261133028e-05
23291	84	0.003436463554277958
1453	74	0.0033753529768320687
8829	15	0.00010365615081677674
57758	4	0.0004546487720631951
8718	7	0.0002334447988087962
5176	6	7.130233416797118e-05
7424	4	0.0
23129	6	0.00023556877122426036
2767	105	0.0022768106180308476
5029	13	0.00012091442268892671
7804	11	0.00016092269829521167
3673	16	0.00035382535653223195
2776	122	0.003337567798100643
10016	18	0.0011853045101615283
3956	22	0.0010188330878341003
3730	14	0.0001547221246082693
84168	10	0.00018580185527012242
308	3	0.0002281840028987427
49860	1	0.0
302	12	0.0006685754333742822
301	2	9.418079809452857e-05
133522	3	2.149976162395086e-06
3191	65	5.453943962676624e-05
8031	6	2.1497772554133986e-06
7182	12	2.3590094871364812e-05
7025	7	6.892533971016791e-09
8431	24	0.0005895655259596479
7181	5	9.209611864714603e-08
2063	11	7.673869723095933e-06
5241	7	9.096813508388945e-07
9971	5	1.936787858227704e-06
2101	12	4.033749766094592e-06
7026	9	2.12365237925617e-05
3836	26	0.0008995070600646344
9970	8	9.631120094846852e-07
3840	17	0.0005169815617963759
7068	13	1.529089700720393e-05
5915	9	8.582622890763866e-06
5914	22	0.0004128535910912287
2103	7	2.5708845347194397e-05
7067	12	1.2004005927862565e-05
190	11	3.422990026006523e-05
5916	9	3.1433791722681453e-06
23468	18	7.410409684660168e-05
23613	24	0.0017291148518662027
9425	5	0.0
54014	7	0.0010818045135541111
5977	30	0.0006439077520181851
55636	8	1.5549209170636263e-05
55193	39	0.0030288469561276037
56916	13	0.0001871369869396629
8110	14	3.9411191875742324e-05
55274	13	9.147540464571124e-05
8193	14	3.083040842682432e-05
55023	35	0.0031247256110974397
8242	15	7.473448513620587e-05
65980	11	4.496413446505096e-07
2074	30	0.0007235427962237026
6046	27	0.000191135478742379
11335	40	0.0005334856910073576
8019	25	0.00020663028311002042
676	3	0.0
6594	15	2.4324259141644236e-05
10951	20	0.00033158504891117824
10771	7	1.4293257164870415e-06
79039	14	0.00019744728880937088
3192	33	0.0010057273578754754
11231	23	0.0007448873804403336
23586	44	0.0012686735433651989
79665	27	0.00020190708167333227
9188	22	0.0001565575954517183
25873	39	0.0016366824047798062
79009	13	0.00010082186252697723
90957	32	0.0017333696975382843
6832	7	1.436872133333394e-05
4736	28	0.001986035555470678
149986	4	4.631467417140252e-07
90273	38	0.0022143721506689314
4055	8	0.0002153523358879234
8795	25	0.0007574382944227917
253012	17	0.0003954365010814477
5818	15	0.00028716194111765963
10446	4	1.4451904184992623e-05
2217	26	0.0008899270743246632
9466	17	0.000685548284025784
135250	9	2.9179467112761184e-05
55800	49	0.007952428653432802
23769	10	0.00018132587260112284
4978	4	0.0002470223849286107
6285	22	0.0003352254973105444
177	9	8.019706609090069e-05
152831	6	3.2975148101501866e-07
9258	7	0.0002752967553634177
64097	16	2.9194826802175622e-05
1455	19	0.00016211307048728685
9308	16	0.00029521002306381617
2258	9	9.052396757199103e-05
23767	6	2.708044855531197e-05
115677	8	9.728794954475625e-06
9365	3	0.0
633	13	8.660377069454801e-05
2331	9	0.00015979923902526884
375387	7	0.0003737789176728055
2045	47	0.0031789211862725056
23105	6	4.1474241989929264e-05
3696	3	1.1751354324928285e-06
651	3	3.6924289130447093e-09
124857	7	1.3452035702975985e-05
11167	7	0.0001224729806185712
117166	7	1.3452035702975985e-05
5669	25	0.0016356335775574921
50848	34	0.0029622965380920394
355	19	0.0003907595673863034
356	8	0.00028318241600621205
843	27	0.00014703690869398556
841	46	0.001005246572499726
8772	34	0.0006246622179399393
8741	10	0.0010797561039866622
7124	15	0.0004397910077314047
8717	22	0.0003519687229641165
8682	10	3.096944170176922e-05
8794	6	0.00010426557543728279
317	14	0.0011310233223339647
7132	27	0.0010752496735180132
51567	3	1.2044834120108366e-05
5905	25	0.0005308371803096865
10055	8	1.8857910789435264e-05
10054	11	5.171929932036008e-05
6996	5	2.826050548959946e-06
59343	4	1.4368105477196556e-05
10401	5	0.00027180641079509074
5903	21	0.0005263057082032515
51588	9	9.432761720784078e-05
29843	7	7.399576047413736e-06
26054	1	0.0
57534	50	0.0028024463266553214
201626	1	0.0
387082	2	0.0
197322	3	0.0008688702480113516
90806	1	0.0
7075	11	0.00012673830409014135
205564	2	0.0
51678	8	1.7582957141474353e-05
8825	16	3.54529794444014e-05
55327	18	7.509632896119987e-05
4355	15	8.621975970631969e-05
64130	18	3.1585247155654155e-05
2243	8	1.2697589623524813e-05
5655	37	0.00309151758461271
2266	7	5.022769212480636e-06
2244	9	2.913787565936342e-05
3675	5	6.542964738080723e-07
8516	2	0.0
3680	5	5.949906761147564e-07
3655	3	1.3707445697915521e-06
8515	4	0.0
3678	4	3.4112692849395654e-07
3672	9	7.686644623275704e-05
3679	4	0.0
3685	8	1.3025409019187751e-05
1796	16	5.656645568057534e-05
55612	5	8.304889349125555e-06
10979	30	0.0003022509915431826
83706	10	4.92596027150754e-05
5962	18	0.002745757587718001
3676	6	7.714743167697367e-07
6868	3	2.1269998520241886e-05
1462	39	0.004685719476193324
6002	17	0.00033727317111788545
23637	11	3.81221733273384e-05
22801	1	0.0
3687	6	0.00028317913856848204
58494	8	0.0002614267152497236
10752	5	0.00023034248852695047
10817	5	6.888608080991294e-08
11337	17	0.0005931380242579742
23192	9	9.872427312390465e-06
10533	10	0.00045466036218728327
11345	17	0.0006300702942477653
23710	16	0.0007078539714217511
81631	15	0.0005933472146412851
440738	11	0.000248723470331767
8887	5	7.897695175123406e-09
10241	6	1.1590124088168114e-08
115201	6	1.1590124088168114e-08
84938	6	2.153916865942747e-09
84971	5	8.615667463770989e-09
57658	6	1.1590124088168114e-08
79876	11	0.003019129948959515
811	13	0.0009003857776335955
84557	11	7.969492403988165e-08
2566	12	0.0002732068871574899
2565	1	0.0
2555	7	5.164602686296427e-08
2561	11	4.581649565326203e-05
2554	7	5.164602686296427e-08
2556	10	0.0015745450074040191
2559	7	5.164602686296427e-08
2557	7	5.164602686296427e-08
2560	10	4.581649565326203e-05
2562	14	0.000912001116697645
2558	8	5.164602686296427e-08
4306	4	1.412782594211996e-07
6257	22	0.00023251383753661745
10062	11	5.627046855730761e-06
8013	1	0.0
5037	4	0.0
11186	39	0.0003782960358676824
1801	1	0.0
3309	28	0.0010318818476085922
3337	39	0.0007485582679383161
9532	11	0.0001673307507929963
10525	14	8.195235476461134e-05
10808	8	1.5481502216135032e-06
10963	16	9.587091483741179e-05
11080	14	3.67873569243532e-05
22824	6	5.640093033652606e-06
64215	16	0.0002563594736272201
9531	13	9.420818601388048e-05
7873	2	0.00022735023303398886
23341	18	0.0008363461610870823
160418	3	1.7362604214181493e-05
79573	3	2.4066552894704977e-06
55761	9	0.0002832017018704043
8473	31	0.0018608559533243867
552891	2	2.370319424263526e-06
4828	1	0.0
8100	11	8.662373964714107e-05
3305	28	8.162622218571368e-05
10762	12	1.920956914264084e-05
54467	3	2.3501593622751772e-05
10363	9	0.0001567327818269259
116442	8	6.468112971794628e-05
57521	72	0.004997147535972081
54880	22	0.001666906541249564
79722	31	0.0007913631307469377
23152	14	0.0005353757307907238
23633	16	8.815655107969606e-05
3107	56	0.0037279313501123023
10859	9	3.828820947752048e-05
10288	10	5.7681847083697964e-05
4793	27	0.0005749303441998258
1616	8	1.6543778050495892e-06
440093	13	0.00031658542247086095
2898	8	0.0002272726920268149
2895	4	0.0
2901	9	0.0004545712310560211
2890	17	0.0010679183913992688
2891	14	0.0007415407924357448
2900	6	2.5847002391312966e-08
2897	5	0.0
6386	16	0.00011843749702156334
6383	8	1.309202013028036e-06
6382	9	8.939744429911908e-06
1912	18	8.148055524825722e-05
6322	11	5.239347597450686e-05
8572	6	2.5811519823525693e-05
27111	6	6.636323596550741e-06
130026	2	1.1750569247788347e-06
3382	3	9.135131803530407e-07
51265	10	6.320815323660739e-05
1511	27	0.0015938928056105533
64221	5	1.1617638294300892e-05
8500	20	0.00013950726496536083
54622	4	1.6526748932225187e-05
23426	8	1.636106126607159e-05
904	15	3.29454142864689e-05
27125	14	0.0005223823471195675
4299	9	0.0001760341433194982
8899	58	0.004884606694449166
1454	88	0.0026437799424174745
2781	34	0.00033788807871884194
10287	12	0.0003856698380976295
6001	5	6.218789298405448e-05
8601	10	0.0001160301880970754
5909	8	4.138183161626688e-05
6000	7	4.2165836278616195e-05
79269	13	0.00018508545856982963
286530	4	4.361588627947753e-06
1762	29	0.0010368514564434834
1816	5	6.029030808453307e-07
54461	32	0.0009402117788958451
5331	19	0.00023987891151805354
115	7	9.925128069918596e-07
113	7	9.925128069918596e-07
107	8	9.925128069918596e-07
111	10	9.925128069918596e-07
5330	14	3.851205747799135e-06
4988	36	4.025324635878826e-05
151	28	1.9515566659097956e-05
196883	7	9.925128069918596e-07
5332	12	3.851205747799135e-06
23236	22	0.0003773283203456115
112	7	9.925128069918596e-07
576	3	9.777729923882058e-06
152	32	2.287597218558666e-05
114	7	9.925128069918596e-07
109	7	9.925128069918596e-07
108	9	9.957436822907734e-07
8490	5	2.7354453120523383e-07
6004	7	1.7648974215089208e-06
1394	7	0.00035776334700532496
5999	6	2.0075775270302217e-05
8787	5	1.8837199031407355e-05
2859	4	3.0287430393610664e-05
2780	20	0.00025387203851077225
29899	7	6.503127274547893e-05
53637	31	5.5303101528018904e-05
5996	2	1.7944886773048678e-05
26086	5	0.0
8322	10	0.0005314883927556303
5148	6	0.00046561402980329166
59340	29	2.108874352857435e-05
5149	1	0.0
643	36	6.835724787484002e-05
2867	16	0.00048544267215397044
3351	32	1.921268324150766e-05
1234	44	0.0007955730667625981
63940	6	6.792405298471863e-05
10636	12	0.00029431310287107335
8323	6	0.0005166939047931109
2535	6	2.5153492028461144e-05
7976	2	0.0
7855	8	0.00019768024608572904
1268	34	2.3432448489722247e-05
4543	37	0.0002755837852043873
64407	4	1.4160965231314227e-07
3577	34	2.273978721046644e-05
920	47	0.007801915616193247
259249	3	3.247266137675272e-08
59345	31	0.00031759393135123097
6003	5	4.9024171855618824e-05
5998	11	0.0003848622446874273
1241	14	3.1357575135484403e-06
55188	3	3.0908205734920364e-07
2784	38	0.0004697422245781618
4544	39	0.0007710345271592022
126006	3	0.0
11091	107	0.008891096073045193
64805	29	1.5614174993740205e-05
1232	40	0.00036366327437518427
3579	35	3.0150675072402094e-05
1132	32	0.00014152665075953185
1237	32	0.00013763209674027475
10663	27	1.5614174993740205e-05
23566	40	0.0008954242408986622
2826	30	5.254669816584849e-05
2357	30	0.00025874776012481014
186	27	1.5614174993740205e-05
3350	35	0.00047029239311647294
9170	40	0.0001563007742153797
4887	30	2.2390555708615755e-05
2852	27	1.5614174993740205e-05
84539	36	3.22310956980646e-05
100996758	27	1.5614174993740205e-05
5733	28	1.7503327973370245e-05
27199	27	1.5614174993740205e-05
1269	35	0.0005050928969581837
4986	30	1.7769114693828503e-05
624	37	3.5844533143598684e-05
3361	27	1.5614174993740205e-05
2358	38	3.22310956980646e-05
51289	31	6.412408697655984e-05
27198	27	1.5614174993740205e-05
56670	27	1.5614174993740205e-05
2831	27	1.5614174993740205e-05
5030	27	1.5614174993740205e-05
2774	28	0.00016097698670647598
4889	27	1.5614174993740205e-05
1236	29	5.469218755792556e-05
10803	27	1.5614174993740205e-05
2847	38	3.22310956980646e-05
9934	27	1.5614174993740205e-05
8698	30	4.870432120678047e-05
1235	28	4.533590628126587e-05
11251	28	2.1320708039233732e-05
1230	43	0.0006824247089085094
3352	32	1.5615066269684732e-05
3355	27	1.5614174993740205e-05
339403	27	1.5614174993740205e-05
2832	27	1.5614174993740205e-05
6751	28	1.5614174993740205e-05
1901	31	2.5943421132303714e-05
1902	46	0.001039476139342554
2359	27	1.5614174993740205e-05
4987	30	4.920913400872503e-05
2587	28	9.703859601853685e-05
56923	36	3.22310956980646e-05
6753	28	1.5614174993740205e-05
6752	31	1.7925970257453932e-05
719	28	1.5614174993740205e-05
6755	34	1.563089359746862e-05
57007	30	2.465423550482085e-05
2841	27	1.5614174993740205e-05
6754	29	1.5615232720772586e-05
3354	27	1.5614174993740205e-05
1233	31	7.83210223441528e-05
8843	27	1.5614174993740205e-05
9294	31	9.357089511164559e-05
1129	33	7.035825468089018e-05
57121	36	3.22310956980646e-05
10316	38	3.22310956980646e-05
8484	27	1.5614174993740205e-05
623	38	0.00021597968667591436
8811	28	1.932548971988385e-05
2833	31	0.00013672308274778044
11255	30	2.0020175315182732e-05
53829	27	1.5614174993740205e-05
1903	30	2.5506009363435286e-05
338442	27	1.5614174993740205e-05
4886	27	1.5614174993740205e-05
2840	42	0.00040379685815580287
2696	16	0.00023280461761201638
5997	13	0.00043854817374557444
26575	3	3.485210885856864e-06
8086	25	0.0004433352536384168
55054	118	0.009503535146896084
8324	8	0.00040797900793809424
10210	14	7.315345616626089e-06
9670	3	6.920040118239369e-06
84675	22	5.265077942413408e-05
57159	19	0.00019460920529535924
84676	23	6.913985187157632e-05
9921	26	4.4644024873600075e-05
54778	23	1.7309855832086335e-05
6047	32	0.00013940557569786628
23624	18	8.876668944145118e-05
151636	18	4.362021420311897e-06
9666	25	1.0896107620162848e-05
222484	25	0.0004761295686936632
23295	12	4.011588510475543e-06
7681	29	6.225202250018836e-05
493829	6	3.2130668406031573e-07
79589	13	0.00024446809205663284
90933	18	0.0003242475028660092
648	27	0.00030445018746427674
5192	7	6.794842192858576e-07
168433	3	2.885155117333276e-06
91445	28	9.279101713596702e-05
64397	6	1.6944666680757216e-05
4193	56	0.003405659660514226
79444	16	4.12703290506939e-05
5930	8	0.0005024966527814482
25950	1	0.0
7703	18	1.1744763544008383e-05
79594	20	9.811612292989644e-06
27246	16	5.226230781638275e-06
55743	24	0.00021084949903946704
7189	42	0.0004763659142279997
6877	15	0.00027780108594605067
7187	18	0.00035536986858421786
5929	30	0.00034653113427331395
7464	13	0.0001976127050305372
6737	33	0.00019082496785679295
9810	11	0.00019406705616683572
10475	12	7.279425153435902e-05
10738	3	0.00045467461906558646
81929	33	0.0003148488607394929
64750	17	2.661160742945035e-05
79718	15	0.00018412766634674316
6907	17	0.00032914532760456704
4734	34	0.0013129221920362638
10612	17	7.55835745447599e-05
90678	17	0.00036409038316990587
91694	15	0.00040440616235340286
146310	3	1.3854500796318777e-06
7317	40	7.070596757015314e-05
3985	22	0.0001295352491612711
114879	8	1.8909321755422678e-05
1073	10	4.4224744655506345e-06
30811	4	2.589713813048819e-06
81831	5	0.00010243809671260485
22859	8	0.0002839119377982904
120071	1	0.0
6787	111	0.010507312045870085
55366	30	0.0015637326421644021
971	1	0.0
433	7	0.0007001006996099581
6692	7	0.00024183212764363068
5549	4	9.96564146653039e-06
22795	18	0.00020945796307546567
2199	15	0.00011636758559633282
284217	12	2.4202502352593022e-05
5154	6	2.27159174791646e-06
5155	7	2.8594533259756747e-06
79012	10	0.00014903917747906203
3568	9	5.6056386587560934e-05
252995	15	0.0008296341955297055
128646	40	0.0018648745794054536
5553	33	0.0014971865092706206
84695	1	0.0
4811	21	0.00013093702989225295
64856	8	3.0221451327538843e-05
1490	6	0.00011360232147235702
2200	16	0.00020091620465284614
348	12	5.842734031239951e-05
3915	19	0.0001192781167748919
337	9	1.8386354942737353e-06
4036	22	0.0002371483734197479
7093	6	1.5761768428612323e-05
325	7	4.301231373442392e-05
3910	13	3.191766041310424e-05
3918	10	2.6379463630229973e-06
3908	10	5.6151186826545084e-05
3912	23	0.00029498521294831956
335	9	1.8386354942737353e-06
3909	20	0.00018340581241898255
3911	26	0.0003049293426512553
3913	21	0.00016073118755313497
567	32	0.0007087743233974387
10319	9	1.164152521563039e-06
283464	6	2.7395602798585886e-05
4240	10	2.5797307225085362e-05
4035	25	0.00101978975232477
10459	11	0.0004907898762144334
5980	3	1.1289607565786997e-06
4085	24	0.0008157950628324743
9587	5	5.600808535924977e-06
5425	6	3.335576836362487e-05
5931	46	0.0010999141856361748
27097	16	0.0008698471819451622
6354	12	6.37149876670797e-06
6347	22	8.642159487194918e-05
708	4	5.97016953794413e-06
10980	24	0.0007720779325260576
8667	15	0.0003860410024281911
5718	34	9.560688857296924e-05
9318	13	5.592215672398483e-06
10920	10	2.2504070118557077e-07
50813	11	1.0124144879236388e-06
64708	11	1.0124144879236388e-06
23193	2	0.0004546487720631951
2548	2	0.00022735023303398886
6294	13	1.9139368880071693e-06
10642	76	0.00292029057914416
3187	139	0.0031147404129970397
10236	88	0.000668673843633513
10644	71	0.0006700523030718135
3182	44	0.0003452901073685088
140890	45	6.713318013375646e-05
1994	194	0.011055632413842182
4841	50	0.00041435332037085437
11051	44	2.803504570914288e-06
11052	22	1.5107487117338287e-06
6429	89	0.00041421133141831954
6426	105	0.0006814190031919956
6431	107	0.0006922578563947866
3189	16	2.572273097522007e-07
2130	71	0.0006937665050587945
64062	7	7.730568369821872e-06
10137	7	4.818483842049445e-05
10432	29	0.00021268057931386565
4686	63	0.0012361745453270696
22985	21	2.7710099382324497e-05
10114	12	3.285504599975859e-05
51645	9	1.679614353318089e-05
6434	53	0.00017070819135864949
1147	90	0.003803446190766474
23367	34	1.0095443064022878e-05
55132	25	1.9447981027891295e-06
22913	44	0.00010182322385335301
5937	46	8.549654793960621e-05
6199	43	0.0007940588038370537
8531	25	0.00023244220496608007
10949	64	0.00021735311260548312
220988	80	0.0006736208156327749
4691	82	0.0013645718740294378
10482	84	0.0038160192278708124
84271	20	0.0002030507722388605
1195	49	0.0021583100821437376
1153	17	4.27639114284284e-05
8148	65	0.00028394022306099166
9667	20	5.5325039493854384e-05
10180	10	5.138297811342577e-05
389677	5	3.974960346974835e-08
6188	47	0.0014321357487624082
10450	49	0.00059223768128185
1975	39	0.000326187053514676
149041	96	0.000891009287690689
54542	95	0.0008839790132674298
65018	101	0.004571238223569214
8106	59	8.049776721185316e-05
124245	115	0.0009703856995567255
85366	20	4.802048768299771e-05
10658	86	0.00045225213944877354
1618	50	4.455460637113192e-05
2926	35	5.719751569666902e-06
129831	56	0.00040633099574242807
10659	10	6.494807254675417e-06
79869	69	0.00027844803339980315
26528	14	1.3305776491398135e-06
4154	15	5.1811346815846775e-05
50804	10	1.3089877751237697e-05
55269	27	3.379554142134724e-05
58155	16	3.4061552927439394e-06
125950	23	0.00013585973826831112
55225	4	1.4467398606319044e-06
23543	46	0.00037172476296275936
8241	41	0.00038496329216104676
64783	20	7.885072545741244e-05
29890	14	8.73327201950277e-05
282996	5	1.5292883626587884e-06
55696	21	1.2080015027930614e-05
54439	11	1.3252378528004512e-05
155435	13	6.198920880989546e-05
